objectid,title,artist,date,medium,acquisition,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
04-shimazu,Spring in Tsugaru Region (Apple Blossoms and Mt. Iwaki),Nobuko Shimazu,2019,Woodcut,MAPS IV (2018-19),woodcut; landscape; floral; fruit; color; japan,"Aomori Arts Pavillion, Aomori City, Japan",40.82852196,140.7345595,"MAPS Collection, Portland, Maine, United States",maps-04-shimazu,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/04-shimazu.jpg,/objects/small/04-shimazu_sm.jpg,/objects/thumbs/04-shimazu_th.jpg,,
04-suzuki,Mt. Hakkoda in the Morning Light,Satoshi Suzuki,2019,Woodcut,MAPS IV (2018-19),woodcut; landscape; color; japan,"Aomori Arts Pavillion, Aomori City, Japan",40.82852196,140.7345595,"MAPS Collection, Portland, Maine, United States",maps-04-suzuki,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/04-suzuki.jpg,/objects/small/04-suzuki_sm.jpg,/objects/thumbs/04-suzuki_th.jpg,,
04-wada,Pier Mall and Memorial Ship,Kei'ichi Wada,2019,Woodcut,MAPS IV (2018-19),woodcut; landscape; black and white; architecture; ocean; japan,"Aomori Arts Pavillion, Aomori City, Japan",40.82852196,140.7345595,"MAPS Collection, Portland, Maine, United States",maps-04-wada,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/04-wada.jpg,/objects/small/04-wada_sm.jpg,/objects/thumbs/04-wada_th.jpg,,
04-walworth,Eruptus,Cornelia Walworth,2019,Intaglio,MAPS IV (2018-19),intaglio; landscape; black and white; maine,"Portland, Maine, United States",43.65625286,-70.26126293,"MAPS Collection, Portland, Maine, United States",maps-04-walworth,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/04-walworth.jpg,/objects/small/04-walworth_sm.jpg,/objects/thumbs/04-walworth_th.jpg,,
05-burt,New Morning,Stephen Burt,2020,Woodcut,MAPS V (2019-20),woodcut; landscape; black and white; maine,"Portland, Maine, United States",43.65625286,-70.26126293,"MAPS Collection, Portland, Maine, United States",maps-05-burt,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/05-burt.jpg,/objects/small/05-burt_sm.jpg,/objects/thumbs/05-burt_th.jpg,,
05-groce,Impact,Susan Groce,2020,Relief print,MAPS V (2019-20),relief; black and white; color; abstract; maine,"Portland, Maine, United States",43.65625286,-70.26126293,"MAPS Collection, Portland, Maine, United States",maps-05-groce,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/05-groce.jpg,/objects/small/05-groce_sm.jpg,/objects/thumbs/05-groce_th.jpg,,
05-harmon,Lobster,David Harmon,2020,Woodcut,MAPS V (2019-20),woodcut; color; sealife; ocean; nature; maine,"Portland, Maine, United States",43.65625286,-70.26126293,"MAPS Collection, Portland, Maine, United States",maps-05-harmon,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/05-harmon.jpg,/objects/small/05-harmon_sm.jpg,/objects/thumbs/05-harmon_th.jpg,,
05-hart,Are You O.K.?,Mary Hart,2020,Woodcut and intaglio,MAPS V (2019-20),woodcut; intaglio; black and white; floral; nature; maine,"Portland, Maine, United States",43.65625286,-70.26126293,"MAPS Collection, Portland, Maine, United States",maps-05-hart,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/05-hart.jpg,/objects/small/05-hart_sm.jpg,/objects/thumbs/05-hart_th.jpg,,
05-hildreth,Drift,Alison Derby Hildreth,2020,Relief print,MAPS V (2019-20),relief; black and white; abstract; nature; maine,"Portland, Maine, United States",43.65625286,-70.26126293,"MAPS Collection, Portland, Maine, United States",maps-05-hildreth,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/05-hildreth.jpg,/objects/small/05-hildreth_sm.jpg,/objects/thumbs/05-hildreth_th.jpg,,
05-kamada,Mt. Tateyama and Mikuriga-ike Pone (Early in July),Emiko Kamada,2020,Woodcut,MAPS V (2019-20),woodcut; black and white; landscape; nature; japan; aomori,"Aomori Arts Pavillion, Aomori City, Japan",40.82852196,140.7345595,"MAPS Collection, Portland, Maine, United States",maps-05-kamada,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/05-kamada.jpg,/objects/small/05-kamada_sm.jpg,/objects/thumbs/05-kamada_th.jpg,,
05-kikuchi,Mountain and Cherry Blossoms,Hitoshi Kikuchi,2020,Woocut,MAPS V (2019-20),woodcut; color; landscape; nature; floral; mountain; japan; aomori,"Aomori Arts Pavillion, Aomori City, Japan",40.82852196,140.7345595,"MAPS Collection, Portland, Maine, United States",maps-05-kikuchi,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/05-kikuchi.jpg,/objects/small/05-kikuchi_sm.jpg,/objects/thumbs/05-kikuchi_th.jpg,,
05-kitamura,Nishiki-ishi (Gemstone) Seashore,Osamu Kitamura,2020,Woodcut,MAPS V (2019-20),woodcut; color; sealife; ocean; japan; aomori,"Aomori Arts Pavillion, Aomori City, Japan",40.82852196,140.7345595,"MAPS Collection, Portland, Maine, United States",maps-05-kitamura,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/05-kitamura.jpg,/objects/small/05-kitamura_sm.jpg,/objects/thumbs/05-kitamura_th.jpg,,
05-musakabe,Grape Hunting,Michiko Musakabe,2020,Woodcut,MAPS V (2019-20),woodcut; color; nature; japan; aomori,"Aomori Arts Pavillion, Aomori City, Japan",40.82852196,140.7345595,"MAPS Collection, Portland, Maine, United States",maps-05-musakabe,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/05-musakabe.jpg,/objects/small/05-musakabe_sm.jpg,/objects/thumbs/05-musakabe_th.jpg,,
05-nadal,Please Don't Finish My Sentences,Pilar Nadal,2020,Letterpress,MAPS V (2019-20),letterpress; color; maine,"Portland, Maine, United States",43.65625286,-70.26126293,"MAPS Collection, Portland, Maine, United States",maps-05-nadal,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/05-nadal.jpg,/objects/small/05-nadal_sm.jpg,/objects/thumbs/05-nadal_th.jpg,,
05-ota,Yoshitsune Senbon-Zakura (a well-known scene in a kabuki play),Noriyuki Ota,2020,Woodcut,MAPS V (2019-20),woodcut; black and white; culture; japan; aomori,"Aomori Arts Pavillion, Aomori City, Japan",40.82852196,140.7345595,"MAPS Collection, Portland, Maine, United States",maps-05-ota,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/05-ota.jpg,/objects/small/05-ota_sm.jpg,/objects/thumbs/05-ota_th.jpg,,
05-pixley,Everything's Going To Be Fine,Lisa Pixley,2020,Relief print,MAPS V (2019-20),relief; city; black and white; animal; maine,"Portland, Maine, United States",43.65625286,-70.26126293,"MAPS Collection, Portland, Maine, United States",maps-05-pixley,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/05-pixley.jpg,/objects/small/05-pixley_sm.jpg,/objects/thumbs/05-pixley_th.jpg,,
05-russell,Meander Two,Reagan Russell,2020,Woodcut with chine colle,MAPS V (2019-20),woodcut; chine colle; color; abstract; maine,"Portland, Maine, United States",43.65625286,-70.26126293,"MAPS Collection, Portland, Maine, United States",maps-05-russell,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/05-russell.jpg,/objects/small/05-russell_sm.jpg,/objects/thumbs/05-russell_th.jpg,,
05-saito,A Reminiscent Place In Memory,Tadashi Saito,2020,Woodcut,MAPS V (2019-20),woodcut; black and white; architecture; landscape; japan; aomori,"Aomori Arts Pavillion, Aomori City, Japan",40.82852196,140.7345595,"MAPS Collection, Portland, Maine, United States",maps-05-saito,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/05-saito.jpg,/objects/small/05-saito_sm.jpg,/objects/thumbs/05-saito_th.jpg,,
05-takehana,Fishermen in Dawn,Hiroshi Takehana,2020,Woodcut,MAPS V (2019-20),woodcut; black and white; sealife; ocean; japan; aomori,"Aomori Arts Pavillion, Aomori City, Japan",40.82852196,140.7345595,"MAPS Collection, Portland, Maine, United States",maps-05-takehana,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/05-takehana.jpg,/objects/small/05-takehana_sm.jpg,/objects/thumbs/05-takehana_th.jpg,,
05-toriyabe,Tunnel and Yunoshima Inlet,Kirohiro Toriyabe,2020,Woodcut,MAPS V (2019-20),woodcut; black and white; color; architecture; nature; japan; aomori,"Aomori Arts Pavillion, Aomori City, Japan",40.82852196,140.7345595,"MAPS Collection, Portland, Maine, United States",maps-05-toriyabe,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/05-toriyabe.jpg,/objects/small/05-toriyabe_sm.jpg,/objects/thumbs/05-toriyabe_th.jpg,,
05-white,Nature's Bounty,Deloris A. White,2020,Woodcut,MAPS V (2019-20),woodcut; black and white; floral; nature; animal; maine,"Portland, Maine, United States",43.65625286,-70.26126293,"MAPS Collection, Portland, Maine, United States",maps-05-white,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/05-white.jpg,/objects/small/05-white_sm.jpg,/objects/thumbs/05-white_th.jpg,,
05-wolfe,Penland Woods,David Wolfe,2020,Relief print,MAPS V (2019-20),relief; landscape; color; maine,"Portland, Maine, United States",43.65625286,-70.26126293,"MAPS Collection, Portland, Maine, United States",maps-05-wolfe,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/05-wolfe.jpg,/objects/small/05-wolfe_sm.jpg,/objects/thumbs/05-wolfe_th.jpg,,
05-yamaya,Serenity in Autumn,Tamiko Yamaya,2020,Woodcut,MAPS V (2019-20),woodcut; color; landscape; mountain; nature; japan; aomori,"Aomori Arts Pavillion, Aomori City, Japan",40.82852196,140.7345595,"MAPS Collection, Portland, Maine, United States",maps-05-yamaya,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/05-yamaya.jpg,/objects/small/05-yamaya_sm.jpg,/objects/thumbs/05-yamaya_th.jpg,,
05-yasuta,Waiting for Harvest,Tsuya Yasuta,2020,Woodcut,MAPS V (2019-20),woodcut; color; landscape; mountain; nature; japan; aomori,"Aomori Arts Pavillion, Aomori City, Japan",40.82852196,140.7345595,"MAPS Collection, Portland, Maine, United States",maps-05-yasuta,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/05-yasuta.jpg,/objects/small/05-yasuta_sm.jpg,/objects/thumbs/05-yasuta_th.jpg,,
